Broad Domain 1,Broad Domain 2,Broad Domain 3,Type,Title,Body,Body #2,Comprehension,Correct response,Incorrect response,Photo Url,Photo Name,Letters Missing,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Cambiando tu trayectoria,"Llevas cinco años en el mismo puesto y empiezas a sentirte aburrido y sin desafíos en tu trabajo. Te gustaría intentar conseguir un nuevo puesto, pero te preocupa poder ser competitivo en el mercado laboral. Al pensar en tu trayectoria profesional, crees que tus posibilidades de encontrar un nuevo trabajo que te resulte satisfactorio son malas.",N/A,"Dado tu probable resultado en el mercado laboral, tu mejor opción es...",Quedarte quieto aunque sea aburrido.,Intentar de encontrar un trabajo en algún lugar que realmente te desafíe.,https://drive.google.com/file/d/1pcE3PZPJyiJCNCdBP0DGVbumVNri-Bev/view?usp=sharing,53.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Finalización rápida de tareas,"Has empezado a trabajar en un nuevo comité con otro personal y te asignan una tarea que normalmente lleva unos días, pero logras terminarla el mismo día. Se lo muestras al resto del comité, quienes solo encuentran un error en tu trabajo. Cuando termina la reunión, esperas que piensen que tu trabajo es encomiable.",N/A,¿El comité quedó satisfecho con tu trabajo?,Sí,,https://drive.google.com/file/d/1L13QcCiq5pWIaUjHGkFhwwQeosh7S9tG/view?usp=sharing,85.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Negative,Presentación importante,"Te han pedido que hagas una presentación sobre algunos de tus últimos proyectos en una conferencia importante. Esta es una gran oportunidad para resaltar el buen trabajo que has estado haciendo, pero te sientes nervioso al hablar frente un grupo tan grande de compañeros.",N/A,"Después de tu presentación, la gente del público probablemente pensará en...",Cuántos problemas tuviste para dar la presentación.,Que bien lo hiciste en tu presentación.,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,55.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,La audición,Estás haciendo una audición para una obra de teatro. Dices la mayoría de tus líneas correctamente pero te equivocas en una o dos. Piensas que la audición fue bien.,N/A,¿Te sientes bien con la audición?,Sí,,https://drive.google.com/file/d/1XWqPcn3xsv0ViabgEI21WyXarfoQOeaX/view?usp=sharing,40.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Cafetería,"Estás trabajando en un proyecto con un colega en una pequeña mesa en la cafetería. Cuando llega tu café, accidentalmente lo derramas sobre todos sus papeles, haciendo que tu colega salte con angustia.","Después de limpiar el desorden lo mejor que puedes, te das cuenta de que su reacción fue normal, una respuesta rápida. Te dice que no están molesto contigo, y crees que es sincero.",Tu compañero de trabajo probablemente...,No está molesto.,Está molesto.,https://drive.google.com/file/d/1g0Aaap92WMbAwnbJvE20t419aXKMEHdi/view?usp=sharing,119.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Una llamada crucial,"Hoy recibirás una llamada importante. Te dirá si recibiste el trabajo para el que entrevistaste. Mientras esperas la llamada, tu ansiedad es tolerable.",N/A,¿Puedes tolerar sentir ansiedad mientras esperas la llamada?,Sí,,https://drive.google.com/file/d/1fZ5gwS6hpP38y6RtFHzIC7gnpeeFtrLF/view?usp=sharing,106.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Una noche libre,"Tienes un gran proyecto pendiente al final de la semana. Tu trabajo no ha terminado, pero consideras tomarte un descanso para salir con amigos. Tomarte la noche libre sería razonable.",N/A,¿Está bien que hayas dejado de trabajar para salir con amigos?,Sí,,https://drive.google.com/file/d/1sp47R6r1ixHVuH4FTKwHC2nrZaym61Iy/view?usp=sharing,34.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Una presentación grande,Estás a punto de dar una presentación importante. Te sientes ansioso al respecto. Esta sensación te hace sentir emocionado.,N/A,¿Te sientes emocionado por dar la presentación?,Sí,,https://drive.google.com/file/d/1Isymza3G0kL57wzhqwxZgxIn5utKL9wO/view?usp=sharing,2.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Hablando en público,"Estás a punto de dar una presentación a tu supervisor y compañeros de trabajo. La información en la presentación proviene de la investigación que has realizado en tu trabajo. Durante la presentación, sientes que tu supervisor y compañeros piensan que eres inteligente.",N/A,¿Los demás pensarán que pareces inteligente al presentar?,Sí,,https://drive.google.com/file/d/1un3NKc9Sb0zVmL2t-X9oQ68FQeyI49D6/view?usp=sharing,116.jpg,1,
Vida Familiar y Doméstica,Situaciones Sociales,,Positive,Reconciliándote con tu amigo,"Unos días después de un pleito con tu amigo, decides romper el hielo y le propones que vayan a tomar un café. Te alistas y cuando estás por irte, te llaman para decirte que después de todo no pueden llegar. Cuando cuelgas, piensas que cancelaron porque están cansados. ",N/A,¿Tu amigo canceló la reunion porque está...,Cansado de una semana ocupada.,Enojado contigo.,https://drive.google.com/file/d/1LZnhgjX_Ooy4zJ7r99Iydqi6bvIOcszd/view?usp=sharing,127.jpg,1,
Vida Familiar y Doméstica,,,Positive,Un sonido fuerte,"Estás en casa viendo televisión solo por la noche. Debes haberte estado adormilándote, porque de repente te despiertas después de escuchar un ruido fuerte. Miras afuera y ves una ardilla.",N/A,¿Deberías tener miedo cuando escuchas un ruido por la noche?,No,,https://drive.google.com/file/d/112L-8dcWTlW0PBIwlzQ1tji-mxaOJI19/view?usp=sharing,128.jpg,1,
Vida Familiar y Doméstica,Salud Física,,Negative,Salud y envejecimiento,Visitas a un amigo de la infancia durante las vacaciones y notas que está envejeciendo. Te preguntas cómo será su salud en el futuro. Crees que su salud probablemente estará empeorando.,N/A,Tu amigo probablemente ...,Se enfermará más en el futuro.,Se mantendrá saludable en el futuro.,https://drive.google.com/file/d/1WQ98TKdbZ08AjbW2rG-0WPXkWDfK2eYl/view?usp=sharing,129.jpg,1,
Vida Familiar y Doméstica,,,Positive,Decisiones de viaje,"Estás considerando varias opciones para donde ir de vacaciones. Solo tienes un poco de información sobre cada destino antes de tomar tu decisión. Cuando decides, te sientes satisfecho.",N/A,¿Estás contento con tu decisión sobre dónde irás de vacaciones?,Sí,,https://drive.google.com/file/d/1m7hh0KAbEypRGlvsWor7NXW3kZ2Bmlem/view?usp=sharing,130.jpg,1,
Vida Familiar y Doméstica,,,Positive,Calentador,"Saliste corriendo de tu casa esta mañana. Una vez en el trabajo, te preguntas si olvidaste apagar el calentador. La probabilidad de que el calentador provoque un incendio es mínima.",N/A,¿Tu calefactor provocará un incendio?,No,,https://drive.google.com/file/d/12yVqiIYwySGiWCN59JefWnXYMM955wDC/view?usp=sharing,131.jpg,1,
Vida Familiar y Doméstica,,,Resilience/Negation,Encontrando equilibrio,"En casa, tienes muchos quehaceres que se tienen que completar. Tambien tienes una semana ocupada en al trabajo que te demandará mucho tiempo. Mantener equilibrio entre tu vida personal y del trabajo es estresante.   ","Escuchas música calmante mientras haces tus quehaceres. Mientras empiezas con tu lista de trabajos, tienes confianza.",¿Te sientes abrumado por todo lo que tienes que lograr?,No,,https://drive.google.com/file/d/1cQbfhuu2-vL7J0Igqz9iQOuZsJQ0wTlZ/view?usp=sharing,132.jpg,1,
Vida Familiar y Doméstica,,,Positive,Visitando familia," Se acerca un fin de semana largo y habías planeado visitar a tu familia. Esta mañana, te das cuenta de que estuviste expuesto a alguien con COVID. Estás vacunado, pero no estás seguro del riesgo de contagiarte y posiblemente transmitirles el virus a tu familia. Piensas que tu familia entenderá si decides no ir a visitarlos para protegerlos. ",N/A,¿Tu familia estará enojada si decides no visitarlos este fin de semana?,No,,https://drive.google.com/file/d/1A7X0GdwzsS1kR5c8LnKnC_pPsv8PQAhe/view?usp=sharing,133.jpg,1,
Vida Familiar y Doméstica,,,Resilience/Negation,Quedarse sin batería,"Vas a hacer un largo viaje en auto con tu familia para visitar a tus familiares en otra parte del estado. Después de una hora, notas que la batería de tu teléfono está casi agotada y no tienes cargador. Piensas en el resto del viaje en coche y sientes que te sentirás miserable.","Después de preocuparte por unos minutos, te das cuenta de que puedes aprovechar este tiempo para hablar con tu familia. Te sientes mejor.",¿Estarás bien el viaje en auto sin tu teléfono?,Sí,,https://drive.google.com/file/d/1hVhpy_8MrHNJ7D6TGUs42mXmkuk4t4W8/view?usp=sharing,134.jpg,1,
Vida Familiar y Doméstica,Salud Mental,,Positive,Atascado en el medio,"Estás en casa leyendo un libro cuando escuchas a miembros de tu hogar peleando. Te preguntas por qué se están gritando el uno al otro, y luego uno de ellos dice tu nombre. Te das cuenta de que la razón por la que están discutiendo probablemente no es tu culpa. ",N/A,¿Es tu culpa que estén peleando?,No,,https://drive.google.com/file/d/1ftgcSnzMhpFI41H8c5OD_1qoWZWEzBP2/view?usp=sharing,135.jpg,1,
Vida Familiar y Doméstica,,,Positive,Lidiar con la vergüenza,"Tu pareja te está dejando en un evento de trabajo. Mientras te deja, está siendo muy ruidoso y te hace sentir avergonzado. Cuando sales del coche, te sientes bien.",N/A,¿Eres capaz de tolerar que tu pareja te deje?,Sí,,https://drive.google.com/file/d/1_yNUHw34Vp2RxqAunp0iGwPNqOzTzKbc/view?usp=sharing,136.jpg,1,
Vida Familiar y Doméstica,Salud Mental,,Positive,Tu primer hijo,"Acabas de tener tu primer hijo. Quieres mantener una buena relación durante toda la vida de tu hijo, pero te preocupa cometer errores como padre. Cuando tu hijo sea adulto, crees que tendrán una relación cercana.",N/A,Esperas que la relación con tu hijo adulto sea...,Cariñosa y cercana,Distanciada,https://drive.google.com/file/d/1jHnVJt6AMYU6KRQP6IKFjUXh3Cp1J9b0/view?usp=sharing,137.jpg,1,
Vida Familiar y Doméstica,,,Resilience/Negation,Creencias diferentes,"Tú y tu familia extendida tienen creencias políticas y religiosas muy diferentes. Haces un esfuerzo considerable para tener una buena relación con tu familia, pero desacuerdos en una reunión reciente causaron tensión.","Con el tiempo, no esperas que tu familia se distancie, sino que crees que tu familia se volverá más unida.",¿Las relaciones de tu familia se volverán más tensas con el tiempo?,No,Sí,https://drive.google.com/file/d/1V9enBLw4iWozyu0nY4pNLSUJ4-RiRp_s/view?usp=sharing,138.jpg,1,
Vida Familiar y Doméstica,,,Positive ,Desacuerdos con tu hermana,"Tú y tu hermana recientemente tuvieron una discusión, y no se han hablado en semanas. Quieres mucho a tu hermana, pero ambos aún están molestos por lo que el otro dijo la última vez que hablaron. Al pensar en volver a hablar con tu hermana, crees que seguirán siendo cercanos.",N/A,"Piensas que la próxima vez que hables con tu hermana, ambos...",Dejarán de lado sus diferencias y restaurarán su relación.,Mantendrán sus posturas y seguirán peleando.,https://drive.google.com/file/d/1MrPuOeWOe6yhwEGqHCJmj3SG5bnQbQww/view?usp=sharing,139.jpg,1,
Vida Familiar y Doméstica,,,Positive,Un hallazgo afortunado,"Estás buscando una nueva casa. Durante tu primera visita, te enamoras del lugar y decides firmar un contrato de arrendamiento. El hecho de que no hayas visitado otras casas te hace sentir bien.",N/A,"Cuando te mudes a tu casa, probablemente...",Descubrirás que tu casa tiene sentido acogedor.,Lamentarás tu decisión.,https://drive.google.com/file/d/1vHb2dINLjpzSvf2tdF5e5shVae0oDjxQ/view?usp=sharing,140.jpg,1,
Vida Familiar y Doméstica,,,Positive,Llamada telefónica del lunes,"Todos los lunes llamas a tus padres para saludarlos. Hoy es lunes y no contestaron el teléfono cuando llamaste, lo cual es extraño. Probablemente tus padres no contestaron el teléfono porque están ocupados.",N/A,¿Tus padres no pueden hablar porque están enfermos?,No,,https://drive.google.com/file/d/1VKdf9frnu773HFSGrvavtdHyGsg0A04S/view?usp=sharing,141.jpg,1,
Vida Familiar y Doméstica,Salud Mental,,Negative,Yendo de vacaciones,"Te vas de vacaciones por unos días. Decides verificar nuevamente que todos los electrodomésticos de tu casa estén apagados. Al cerrar la puerta de tu casa, te sientes nervioso.",N/A,¿Estás preocupado por si apagaste todo en la casa?,Sí,,https://drive.google.com/file/d/11L0gcPPltGMNDtkc_O6wRZAj_WWsbX7o/view?usp=sharing,142.jpg,1,
Vida Familiar y Doméstica,,,Resilience/Negation,Padres visitando,"Estás organizando una fiesta de nacimiento para un miembro de tu familia hoy y ambos de tus padres están asistiendo. Están divorciados y a veces causan una escena embarazosa en público. Durante la fiesta, piensas en tus padres.",Respiras profundamente y te enfocas de nuevo en organizar la fiesta de nacimiento. Decides que no puedes controlar el comportamiento de tus padres.,¿Puedes concentrarte en la fiesta de nacimiento?,Sí,,https://drive.google.com/file/d/1ii9gWhb1eIlxBuU3IxPJk0q_7S0P3KqE/view?usp=sharing,143.jpg,1,
Vida Familiar y Doméstica,,,Positive,Nueva receta,"Tienes una idea para una nueva receta que involucra ingredientes que nunca has usado antes. La preparas para tu familia. Mientras todos empiezan a comer, te sientes orgulloso.",N/A,¿Te preocupa lo que pensará tu familia de tu comida?,No,,https://drive.google.com/file/d/1vTuw-1aglVPbYE4oaEYbIP6LLuikDSFt/view?usp=sharing,144.jpg,1,
Vida Familiar y Doméstica,,,Positive,Ruidos del exterior,Te acabas de mudar a una nueva casa. Afuera está oscuro y de repente escuchas ruidos afuera. Miras por la ventana y ves un gato.,N/A,¿Había algo aterrador afuera en la oscuridad?,No,,https://drive.google.com/file/d/11Vs9sz9BDAkaj5QCxD927t-mz-VTFWXn/view?usp=sharing,145.jpg,1,
Vida Familiar y Doméstica,,,Positive,Padres divorciados,"Estás organizando una fiesta y tus padres asisten. Están divorciados y a veces tienen problemas para llevarse bien. Durante el evento, discuten pero puedes concentrarte en tus deberes.",N/A,¿Eres capaz de soportar las peleas de tus padres?,Sí,,https://drive.google.com/file/d/17W0dNbQ648WWbCLDQ3kAkeR0bT1bWMyW/view?usp=sharing,146.jpg,1,
Vida Familiar y Doméstica,Salud Física,,Positive,Salud y envejecimiento,Visitas a un amigo de la infancia durante las vacaciones y notas que está envejeciendo. Te preguntas cómo será su salud en el futuro. Crees que su salud probablemente será buena.,N/A,Tu amigo probablemente ...,Se mantendrá saludable en el futuro.,Se enfermará más en el futuro.,https://drive.google.com/file/d/1WQ98TKdbZ08AjbW2rG-0WPXkWDfK2eYl/view?usp=sharing,129.jpg,1,
Vida Familiar y Doméstica,,,Negative,Un sonido fuerte,"Estás en casa viendo televisión solo por la noche. Debes haberte estado adormilándote, porque de repente te despiertas después de escuchar un ruido fuerte. Miras afuera y ves un intruso.",N/A,¿Deberías tener miedo cuando escuchas un ruido por la noche?,Sí,,https://drive.google.com/file/d/112L-8dcWTlW0PBIwlzQ1tji-mxaOJI19/view?usp=sharing,128.jpg,1,
Vida Familiar y Doméstica,Académicos/Trabajo/Desarrollo Profesional,,Positive,Opiniones de otros,Te negaron un ascenso este año y sabes que tu amigo te estaba apoyando para que lo obtuvieras. Frunce el ceño cuando le cuentas que no lo conseguiste. Le dices que trabajaste muy duro a pesar de no conseguir un ascenso y él dice que está orgulloso del esfuerzo que hiciste durante todo el año.,N/A,¿Tu amigo está decepcionado porque no obtuviste el ascenso?,No,,https://drive.google.com/file/d/1WzyVq9WXRsCbwmV-3XbVYvTo1EVSJtPA/view?usp=sharing,62.jpg,1,
